video_id,title,views,likes,upload_date,transcript_available,transcript
D03TaaUMlQU,WHAT IF YOU NEVER STOP STARING INTO THE MIRROR?,2112196,61923,23-12-2025,TRUE,"What if you never stopped staring into the mirror? First 2 minutes, you hyperanalyze everything. You memorize every wrinkle and every imperfection. Minute 10, the Troxler effect kicks in. Your peripheral vision fades. One day, your brain starts to glitch. Your panic-stricken mind fills the void with monsters. You stop recognizing yourself. You see a demon mimicking your moves. 7 days, you lose the ability to speak. You hear voices and see dead relatives standing right behind you in the glass. Even if the mirror breaks, it's too late. The damage is permanent. These demons will now stalk you forever."
F0NUipEXBnw,What Is The Actual LIMIT Of Human Pain? #shorts,1050426,36769,22-12-2025,TRUE,"What is the actual limit of human pain? Stepping on a Lego. It's about eight dolls. It's not deadly, but it feels like a personal attack on your soul. Paintball from close range. 15 dolls. Stings like a giant hornet and leaves a bruise the size of grapefruit. A kick in the ball that hits 60 dolls. It sends a shock wave through your nerves. Drinking acid. 150 dolls. This isn't a burn. It's dissolving you from the inside out. Your body goes into immediate shock. Being burned alive. This is the human limit. You feel everything until your nerve endings are gone. It is the worst way to go. What is your worst pain?"
5kJpn4e-1Gw,What if a TERMINATOR was sent to hunt YOU?,6102201,223558,21-12-2025,TRUE,"What if a killer robot took a contract out on you? First instinct, hide under the bed. It hears a pin drop a mile away, so your trembling breath just gave you away. You're found. The closet useless. It switches to thermal imaging. You are lighting up like a Christmas tree through the wooden door. There is no hiding. Concrete wall. It punches through bulletproof glass. That's just paper to a machine that calculates structural weak points in nancond. You try a safe, but it never tires. It smashes that steel until it rips like paper. So you fight. You grab an automatic rifle and unload the clip. Nothing. The bullets bounce off its titanium alloy chassis like rain. Your only chance, physics. You need a liquid nitrogen cannon. Freeze its circuits to absolute zero and smash it to pieces. Subscribe for more."
GxPoVOrRvSA,What If You Stopped Blinking? #shorts,874724,14140,20-12-2025,TRUE,"What happens if you stop blinking? At 1 minute, your eyes dry out and turn blood red. 2 minutes in, your body panics, flooding your face with tears. But without eyelids to wipe the surface, the tears are completely useless. After 24 hours, massive infection sets in. Pus starts leaking out and your vision becomes a blurry nightmare. By day two, permanent scars form over your eyes, blocking the light. You go completely blind. Blink right now and follow for more."
7KC7bzvIioA,WHAT HAPPENS WHEN YOU DROP A LIGHTSABER VERTICALLY?,406316,10436,19-12-2025,TRUE,"What happens when you drop a lightsaber vertically? If a lightsaber were real, it would consist of a plasma blade held in place by a magnetic field burning at roughly 10,000 deg. If dropped vertically, gravity would pull it downward, slicing through the ground. However, it wouldn't cut through the Earth forever. It would likely reach a limit at about 40,230, similar to the depth of the Cola super deep bore hole. At that depth, the Earth's temperature rises to 356°. Just as this extreme heat stopped the Russian drilling project, it would likely melt the lightsaber's hilt, causing the weapon to malfunction and"
MrY8xPZdi3I,WHICH FOODS COULD BREAK YOUR TEETH?,2713559,47264,18-12-2025,TRUE,"Which foods could break your teeth? French fry. Crispy, salty, safe. Your teeth crush this with zero effort. Fluffy clouds of joy until crack, you hit that one unpopped kernel. It's the silent assassin waiting to chip a mer. Ouch. The jawbreaker. It's literally in the name, guys. Layer after layer of concrete sugar. Impatient biters beware. This thing fights back. Do not try this at home. You're enjoying some soup and then clang. Metal versus enamel. The spoon always wins. Instant regret. Nature's vault. You think you're a nutcracker? Think again. The pressure spikes and boom, game over for your tooth. Which one made you cringe?"
#NAME?,Kakashi's Most BROKEN Jutsu,191476,4345,17-12-2025,TRUE,"Kakashi isn't just the copy ninja. His original moves are broken. First, the ultimate tracking trap. [music] He doesn't just find you, he sends the whole squad. It's the deadliest game of fetch you'll ever play. You can't move once you're stuck. [music] It's lights out. Literally Rkery. Pure speed. You hear the birds chirping. It's already GG. It's not just fast, it's instant. You don't even see it coming. [music] One clean shot, no respawns. Forget the rest. Kamui is straight up broken. This isn't a jutsu, it's developer hacks. See that world ending attack? Nope. Delete it. It doesn't matter how tanky you are. He looks at you, reality warps, and you get yeated to the shadow realm. Unblockable. Undodable. Which Kakashi jutsu is your favorite? Comments below."
NR3SPTGVWsQ,TOP 3 BROKEN JUTSU  - ITACHI UCHIHA,171261,4992,17-12-2025,TRUE,"This is exactly why Itachi Uchia was never defeated in a fair fight. Kicking off at number three, Amitarasu. This is the ultimate physical attack. If he can see you, you're already burning. These black flames are as hot as the sun, and they do not stop burning until the target is completely ash. At number two, the ultimate mindbreaker, Zukuyomi. Forget regular Genjutsu. This is psychological torture on another level. He controls time and space inside your head. One second in reality feels like days in his world. It's an instant GG for almost anyone, but number one makes him nearly untouchable. His armored susanu, but wait, Itachi's version is special. Tatsuka blade that seals you away forever with one hit. He has the yata mirror that reflects literally everything and the perfect defense, perfect offense. Was a healthy Itachi actually the strongest Uchiah? Drop a comment and follow for"
ekPb2IN1z74,How To SURVIVE a  Bear ATACK?,278679,7071,16-12-2025,TRUE,"Think you can distract a 600-lb grizzly with a laser pointer? Dead wrong. In reality, he ignores the dot and turns your skeleton into confetti. Try a peace offering, honey. Nope. He doesn't want the snack. He wants the chef. And for the cartoon fans thinking about drawing an anti sea bear circle. This isn't Bikini Bottom, folks. It doesn't work. Here is what actually saves your life. Bear spray. It's basically liquid fire for their nose or an air horn. 120 dB of pure back off. It shocks their senses and sends them running."
VAow-LTqAsQ,Which Dino Finisher is the WORST? 💀,173385,4573,15-12-2025,TRUE,"Which of these five finishers is the worst? First up, the raptor squad went full savage mode. Just look at them shredding that gel flesh. That is brutal teamwork. Then the triceratops said, ""Not today."" And absolutely yeated him. The ribs are gone. T-Rex just deleted the head. That crunch was oddly satisfying. Pterodactyl took the leftovers for a skydiving trip. Straight into the concrete. Splat. And for the finale, the Bigfoot. Brachiosaurus turned him into an absolute pancake. Game over. Which Dino did the most damage? Drop a comment and subscribe for round"
5hwJ6Dpt0mM,"2 Feet vs 3,000 Feet Drop Test 💀📉#physics #simulation #sciencefacts #falldamage #scaryfacts",825829,22815,14-12-2025,TRUE,"How high is too high? Let's test the limits. Two feet. Easy. Just a hop. You do this every day. Six feet. Your knees absorb the shock. It hurts, but you walk away. 12 ft. Now we have a problem. Without a proper roll, say goodbye to your ankles. Fractures are highly likely. 30 ft. The critical zone. That's a three-story building. Shattered pelvis. Spinal compression. Finally, 3,000 ft. You hit terminal velocity. Impact at 120 mph. No recovery."
NF_vH14EGRo,"COULD YOU SURVIVE 100,000 VOLTS? #shorts  #factsyoudontknow #facts",221700,7870,12-12-2025,TRUE,"Could you survive these five levels? Level one, the 9volt battery, the classic lick test. Lem, a little spicy tingle. You'd survive this easily. Moving on. Level two, the self taste. Boom. Look at that [music] jiggle. It turns his chest into pudding. Painful? Yes. Deadly? Probably not. Level three, the forbidden fork. Do not try this. He's glowing orange like a human toaster. [music] You would literally cook from the inside out. Level four, the electric chair. Now we're talking game over. Skin is melting. Smoke everywhere. You are definitely not walking away from this. And finally, level five, god mode. Holy smokes, he just [music] vaporized. Nothing but ash and bones. Comment F to pay respects to the fallen jelly"
O7d4zV0dRks,Bulletproof Glass vs. Nature:Who Actually Breaks It?🦍#shorts #animals #experiment #science,192716,4648,11-12-2025,TRUE,"Can any animal smash bulletproof glass? First up, the honey badger. He's absolute chaos. Teeth, claws, pure rage. But the glass, it's not even impressed. Next, the Mulon ram. He turns into a living missile. Boom. That looked painful for the ram. The glass still standing strong. What about the king of the jungle? The lion strikes. Huge claws. Terrifying power, but it's just a scratch test. Bail out. The silverback gorilla. Watch this. First hit. Nothing. But he doesn't stop. Crack. There it goes. He smashed. And finally, the boss, an African elephant. Six tons of force. Game over. Totally destroyed. The outer layer."
D53ZG4OE7qY,WHO BREAKS IT BEST?  #facts #factsyoudontknow,149593,3836,11-12-2025,FALSE,
1Iyu7Y_X9_w,Hokage Damage Test 💀 👇(Realistic)#naruto #anime #hokage #3drender #simulation #satisfying,2719606,71679,10-12-2025,FALSE,
fKj_CsFmA2g,Akatsuki Damage Test: 0% Survival Rate ⚰️#naruto #anime #akatsuki #narutoshippuden  #narutoedits,153356,2762,09-12-2025,FALSE,
NaH3m6Fmly8,5 Places That Will DELETE You Instantly⏱️#short #facts #creepyfacts #science #scary #earth #survival,142137,4546,09-12-2025,FALSE,
vJm7-w7ixRI,1 HIT = DELETE 🤯 5 Animals That Will BREAK You #shorts #nature #wildlife #animals #viral #fyp,135596,3763,08-12-2025,FALSE,
pTcrYEMK-O0,How Many Balloons To Lift You? 🎈#science #balloons ##physics #didyouknow #experiment  #mythbusters,178684,5409,08-12-2025,FALSE,
bVmxuv2JfAg,can these animals crush a human skull??  #facts #factsyoudontknow #animals #doyouknow #zoology,385258,8373,30-11-2025,FALSE,
